name,main_topic_7,main_topic_30,main_topic_90,words_topic_7,words_topic_30,words_topic_90
JoeKatz,3,10,50,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['chemistry', 'barrier', 'berkeley', 'plutonium', 'columbia', 'chemist', 'lawrence', 'heavy', 'chemical', 'father', 'separation', 'cyclotron', 'method', 'experiment', 'fermi', 'dunning', 'urey', 'science', 'kellex', 'pressure']","['neutron', 'ray', 'radiation', 'cell', 'data', 'exposed', 'source', 'radioactive', 'detector', 'level', 'gamma', 'crystal', 'russian', 'instrument', 'population', 'health', 'cancer', 'product', 'medical', 'light']"
JoeKeenan,4,28,43,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['construction', 'hanford', 'dupont', 'union', 'labor', 'engineering', 'powder', 'division', 'manager', 'manpower', 'kansa', 'carpenter', 'explosive', 'craft', 'grove', 'commission', 'aluminum', '000', 'train', 'priority']","['szilard', 'hanford', 'laughter', 'grove', 'oppenheimer', 'leo', 'folk', 'control', 'weapon', 'reaction', 'white', 'einstein', 'teller', 'hotel', 'letter', 'president', 'defense', 'columbia', 'study', 'inaudible']"
JoeKeller,3,8,41,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['oppenheimer', 'berkeley', 'robert', 'princeton', 'peter', 'student', 'kitty', 'hearing', 'inaudible', 'party', 'dr', 'john', 'secretary', 'institute', 'write', 'thirty', 'horse', 'summer', 'richard', 'recall']"
JoeLaGrone,5,25,6,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['hanford', 'reactor', 'dupont', 'waste', 'design', 'plutonium', 'river', 'tank', 'chemical', 'facility', 'separation', 'engineering', 'radiation', 'operation', 'level', 'cleanup', 'cell', 'wilmington', 'construction', 'columbia']","['weapon', 'division', 'medical', 'national', 'technology', 'neutron', 'power', 'museum', 'dr', 'commission', 'mass', 'radiation', 'tennessee', 'union', 'source', 'president', 'training', 'changed', 'public', 'hospital']"
JoeLash,6,6,15,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
JoeLehnerwere,2,24,88,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['equipment', 'tube', 'mr', 'c', 'unit', 'sleep', 'division', 'enjoyed', 'dam', 'clean', 'training', 'recall', 'ride', 'charlie', 'dancing', '3', 'power', 'court', 'seemed', 'k']","['dupont', 'design', 'construction', 'engineering', 'equipment', 'hanford', 'chemical', 'cell', 'separation', 'wilmington', 'crane', 'explosive', 'operation', 'foot', 'facility', 'powder', 'division', 'concrete', 'steel', 'safety']"
JoeLemons,3,8,76,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['oppie', 'oppenheimer', 'student', 'caltech', 'theory', 'mechanic', 'lecture', 'graduate', 'term', 'seminar', 'quantum', 'summer', 'ray', 'theoretical', 'berkeley', 'electron', 'professor', 'particle', 'class', 'robert']"
JoeLogan,2,8,5,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['plutonium', 'element', 'reactor', 'chemistry', 'solution', 'radiation', 'chemical', 'gas', 'hanford', 'radioactive', 'seaborg', 'inch', 'release', 'sample', 'acid', 'foot', 'stop', 'facility', 'operation', 'control']"
JoeLouis,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JoeLujánfromNambé,1,28,61,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['construction', 'hanford', 'dupont', 'union', 'labor', 'engineering', 'powder', 'division', 'manager', 'manpower', 'kansa', 'carpenter', 'explosive', 'craft', 'grove', 'commission', 'aluminum', '000', 'train', 'priority']","['obviously', 'dealing', 'reactor', 'changed', 'technical', 'road', 'learned', 'term', 'flat', 'etc', 'forth', 'contractor', 'various', 'amazing', 'technology', 'badge', 'risk', 'worker', 'authority', 'experiment']"
JoeMahaffey,6,15,15,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
JoeMarks,6,21,49,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['oppenheimer', 'robert', 'kitty', 'party', 'frank', 'berkeley', 'communist', 'princeton', 'member', 'letter', 'activity', 'committee', 'died', 'peter', 'relationship', 'union', 'laughter', 'student', 'trouble', 'political']"
JoeMayer,2,6,65,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['oppenheimer', 'teller', 'weapon', 'hydrogen', 'russian', 'edward', 'committee', 'bethe', 'fission', 'implosion', 'thermonuclear', 'force', 'shot', 'ulam', 'radiation', 'calculation', 'design', 'clear', 'soviet', 'oppie']"
JoeMcKibbin,1,1,41,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['oppenheimer', 'berkeley', 'robert', 'princeton', 'peter', 'student', 'kitty', 'hearing', 'inaudible', 'party', 'dr', 'john', 'secretary', 'institute', 'write', 'thirty', 'horse', 'summer', 'richard', 'recall']"
JoeMcMorrow,6,21,15,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
JoePapalia,7,26,32,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['plane', 'mission', 'crew', 'airplane', 'b', 'pilot', 'tinian', '29', 'training', 'wendover', 'reunion', 'dropped', 'hiroshima', 'flew', 'colonel', 'island', 'flight', 'nagasaki', 'japan', 'gay']","['plane', 'mission', 'crew', 'airplane', 'b', 'wendover', 'reunion', 'training', 'tinian', '29', 'pilot', 'flew', 'fly', 'dropped', 'colonel', 'base', 'hiroshima', 'flight', 'flying', 'force']"
JoeRogers,6,15,15,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
JoeRohm,2,8,15,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
JoeRotblat,6,6,65,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['oppenheimer', 'teller', 'weapon', 'hydrogen', 'russian', 'edward', 'committee', 'bethe', 'fission', 'implosion', 'thermonuclear', 'force', 'shot', 'ulam', 'radiation', 'calculation', 'design', 'clear', 'soviet', 'oppie']"
JoeSalgado,6,4,8,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['instrument', 'oppenheimer', 'grove', 'dr', 'laughter', 'hundred', 'corp', 'firm', 'leader', 'carbon', 'industry', 'chemical', 'developed', 'dollar', 'section', 'officer', 'radioactive', 'father', 'learned', 'sold']"
JoeSally,3,26,32,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['plane', 'mission', 'crew', 'airplane', 'b', 'pilot', 'tinian', '29', 'training', 'wendover', 'reunion', 'dropped', 'hiroshima', 'flew', 'colonel', 'island', 'flight', 'nagasaki', 'japan', 'gay']","['plane', 'mission', 'crew', 'airplane', 'b', 'wendover', 'reunion', 'training', 'tinian', '29', 'pilot', 'flew', 'fly', 'dropped', 'colonel', 'base', 'hiroshima', 'flight', 'flying', 'force']"
JoeSchwab,3,30,69,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['fermi', 'neutron', 'student', 'experiment', 'fission', 'reaction', 'theoretical', 'oppenheimer', 'pile', 'enrico', 'professor', 'bohr', 'experimental', 'measurement', 'graduate', 'compton', 'member', 'calculation', 'ray', 'cambridge']","['robert', 'student', 'mit', 'graduate', 'article', 'class', 'ray', 'editor', 'frank', 'charlie', 'compton', 'law', 'caltech', 'wonderful', 'fermi', 'oppenheimer', 'york', 'chamber', 'professor', 'barrack']"
JoeSoldatdeveloped,4,5,42,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['iodine', 'report', 'data', 'instrument', 'urey', 'design', 'document', 'measurement', 'separation', 'system', 'dunning', 'doe', '235', 'experiment', 'letter', 'sample', 'classified', 'otto', 'helium', 'weapon']"
JoeStevenson,1,9,15,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
JoeStiborik,1,26,32,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['plane', 'mission', 'crew', 'airplane', 'b', 'pilot', 'tinian', '29', 'training', 'wendover', 'reunion', 'dropped', 'hiroshima', 'flew', 'colonel', 'island', 'flight', 'nagasaki', 'japan', 'gay']","['plane', 'mission', 'crew', 'airplane', 'b', 'wendover', 'reunion', 'training', 'tinian', '29', 'pilot', 'flew', 'fly', 'dropped', 'colonel', 'base', 'hiroshima', 'flight', 'flying', 'force']"
JoeTapia,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JoeTheismann,1,13,69,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['robert', 'student', 'mit', 'graduate', 'article', 'class', 'ray', 'editor', 'frank', 'charlie', 'compton', 'law', 'caltech', 'wonderful', 'fermi', 'oppenheimer', 'york', 'chamber', 'professor', 'barrack']"
JoeVigil,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JoeWeinberg,6,21,49,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['oppenheimer', 'robert', 'kitty', 'party', 'frank', 'berkeley', 'communist', 'princeton', 'member', 'letter', 'activity', 'committee', 'died', 'peter', 'relationship', 'union', 'laughter', 'student', 'trouble', 'political']"
JoeWilkinson,3,5,26,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['neutron', 'father', 'curie', 'science', 'france', 'inaudible', 'ray', 'radium', 'radioactivity', 'experiment', 'parent', 'position', 'sphere', 'radiation', 'institute', 'french', 'level', 'reaction', 'mother', 'radioactive']"
JoeWilliams,1,16,20,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['conant', 'bush', 'oppie', 'scout', 'grove', 'trinity', 'president', 'harvard', 'son', 'denver', 'chemistry', 'yield', 'british', 'hospital', 'guard', 'camp', 'fermi', 'technical', 'student', 'navy']"
JoelBarr,6,17,39,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['soviet', 'heisenberg', 'communist', 'oppenheimer', 'fuchs', 'source', 'neutron', 'german', 'party', 'fbi', 'theory', 'british', 'espionage', 'facility', 'spy', 'moscow', 'germany', 'intelligence', 'quantum', 'term']","['oppenheimer', 'soviet', 'church', 'agent', 'york', 'communist', 'espionage', 'hanford', 'officer', 'fbi', 'party', 'fuchs', 'tent', 'station', 'intelligence', 'spy', 'fellow', 'road', 'gold', 'canyon']"
JoelHildebrand,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JoeyPennuck,1,1,1,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['mother', 'happy', 'father', 'child', 'indian', 'husband', 'laughter', 'brother', 'tennis', 'colonel', 'santa', 'radiation', 'town', 'married', 'white', 'officer', 'cell', 'blood', 'dr', 'sister']"
John Michnovicz,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JohnA.,4,9,6,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['weapon', 'division', 'medical', 'national', 'technology', 'neutron', 'power', 'museum', 'dr', 'commission', 'mass', 'radiation', 'tennessee', 'union', 'source', 'president', 'training', 'changed', 'public', 'hospital']"
JohnAllred,5,15,82,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['reactor', 'plutonium', 'fuel', 'neutron', 'rod', 'tube', 'design', 'power', 'control', 'graphite', 'hanford', 'element', 'radiation', 'b', 'level', 'core', 'operation', 'assembly', 'reaction', 'safety']"
JohnArnold,2,16,16,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['grove', 'dr', 'colonel', 'officer', 'mr', 'engineering', 'president', 'keith', 'york', 'barrier', 'committee', 'nichols', 'district', 'columbia', 'production', 'george', 'chemistry', 'letter', 'girl', 'dupont']"
JohnAvery,2,16,86,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['barrier', 'grove', 'reactor', 'columbia', 'dunning', 'kellex', 'carbide', 'mr', 'fellow', 'nickel', 'keith', 'urey', 'york', 'diffusion', 'c', 'baker', 'plastic', 'power', 'graphite', 'production']"
JohnBarbirolli,3,10,36,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['chemistry', 'barrier', 'berkeley', 'plutonium', 'columbia', 'chemist', 'lawrence', 'heavy', 'chemical', 'father', 'separation', 'cyclotron', 'method', 'experiment', 'fermi', 'dunning', 'urey', 'science', 'kellex', 'pressure']","['plutonium', 'hanford', 'separation', 'dr', 'dupont', 'reactor', 'scale', 'chemist', 'chemical', 'seaborg', 'element', '1942', 'bank', 'bluff', 'fission', 'concentration', 'construction', 'solution', 'step', '1944']"
JohnBardeen,3,13,14,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['dunning', 'instrument', 'engineering', 'mass', 'method', 'gas', 'development', 'kellex', 'york', 'columbia', 'difficulty', 'barrier', 'student', 'electric', 'leak', 'instance', 'valve', 'developed', 'electrical', 'contact']"
